d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-07-13_13-48-54.313_8432800,LN,J014,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-30_14-36-20.393_6637200,LN,J014,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-08-04_08-21-56.879_9191500,HN,J031,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-04-21_14-10-31.614_6282200,LN,J016,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-02_11-10-33.656_7760100,HN,J005,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-04-21_13-51-21.756_6281200,LN,J007,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-21_09-14-35.257_8050900,LN,J015,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-08-02_06-26-16.907_9103900,LN,J007,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-17_08-01-07.962_8007800,LN,J001,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-14_12-17-14.874_7168400,HN,J017,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-27_12-35-41.036_8893600,LN,J034,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-20_09-02-05.862_8039500,HN,J013,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-28_10-01-20.552_7594800,LN,J020,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-14_18-13-54.399_7171600,HN,J033,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-13_12-52-50.201_7960000,LN,J030,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-28_14-14-31.703_8117200,HN,J033,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-08_15-16-47.969_7876800,HN,J035,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-04-23_15-10-19.463_6366400,LN,J032,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-03_14-40-34.622_7794100,HN,J035,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-10_21-59-21.694_8366500,HN,J017,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-19_12-13-36.789_7332600,HN,J033,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-26_11-22-57.622_7548000,HN,J011,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-12_11-42-54.226_7092500,HN,J003,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-13_15-10-19.333_8436300,HN,J033,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-22_08-43-52.973_8065300,LN,J019,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-08-02_07-03-12.416_9105300,LN,J020,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-05_12-50-49.550_8245300,LN,J020,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-29_06-10-56.892_8960800,LN,J001,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-21_11-12-13.731_7389300,HN,J006,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-19_12-03-19.862_8610100,HN,J018,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-27_10-46-23.196_8889600,HN,J011,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-28_11-06-14.056_7598000,LN,J029,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-27_10-37-16.814_8889200,LN,J007,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-20_08-45-02.960_8039000,LN,J009,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-17_08-49-50.573_8009600,HN,J018,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-29_12-11-08.339_8129500,LN,J001,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-21_10-19-42.268_8053600,HN,J026,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-07-05_12-53-53.111_8245400,HN,J021,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-14_10-42-32.092_7972400,HN,J003,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-21_09-38-23.608_8051800,HN,J024,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-04-21_15-03-10.276_6285800,LN,J036,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-21_09-21-31.503_8051200,HN,J018,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-15_08-05-19.969_7985600,HN,J003,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-03_13-24-47.798_7790800,HN,J018,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-31_14-57-26.205_7700900,LN,J020,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-10_12-44-57.546_7911500,HN,J033,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-27_10-42-19.578_8889400,LN,J009,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-06_12-55-34.831_7837700,LN,J008,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-23_09-36-33.222_8078800,HN,J026,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-04-21_13-49-19.738_6281100,HN,J006,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-23_09-42-49.167_8079100,LN,J029,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-08-04_06-34-07.876_9187700,HN,J010,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-10_14-09-24.798_7027800,LN,J034,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-21_10-28-39.529_8054000,LN,J030,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-13_13-21-06.590_8431700,LN,J004,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-21_11-31-10.242_7390400,LN,J016,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-25_14-00-44.687_7520300,LN,J029,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-01_11-48-16.062_8169500,LN,J030,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-04-21_14-12-25.908_6282300,HN,J017,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-24_08-12-45.125_8086700,HN,J010,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-03_12-53-33.521_7789700,LN,J008,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-19_11-20-03.994_7329700,LN,J020,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-31_14-45-48.077_7700400,LN,J015,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-02_11-08-33.052_7760000,LN,J004,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-29_15-02-04.549_8133800,LN,J008,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-10_12-44-06.210_7023000,HN,J003,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-03_09-17-45.109_8207100,LN,J016,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-25_06-34-44.647_8815300,HN,J010,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-08_13-03-15.690_7872700,HN,J011,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-19_11-12-25.135_7329300,LN,J016,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-21_10-37-04.930_8054300,HN,J033,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-09_13-57-09.301_8340700,HN,J023,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-29_06-21-00.692_8961200,HN,J005,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-08-02_08-37-03.384_9108400,HN,J035,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-19_10-55-56.402_7328400,LN,J008,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-06_14-34-01.716_7841600,LN,J030,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-27_10-30-04.562_8888900,LN,J004,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-22_10-00-47.863_8068400,LN,J034,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-07-25_08-37-29.580_8819500,HN,J035,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-16_09-50-50.892_8001000,LN,J028,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-29_06-57-49.234_8962500,HN,J017,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-03_12-41-45.617_7789200,HN,J003,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-27_11-19-31.746_8890900,HN,J023,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-27_12-19-30.748_8892900,HN,J027,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-01_08-40-12.711_8164900,LN,J007,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-01_11-46-21.745_8169400,LN,J029,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-04-30_14-22-29.948_6636500,LN,J008,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-10_12-58-33.111_7023800,HN,J011,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-08_12-54-46.810_7872400,LN,J008,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-24_08-14-37.924_8086800,HN,J011,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-17_12-24-02.720_7269600,LN,J030,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-14_11-35-56.433_7974300,HN,J021,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-08_14-53-43.494_7875900,HN,J026,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-28_10-59-16.631_7596900,HN,J025,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-01_09-16-23.229_8166200,LN,J019,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-26_11-28-39.321_7548300,HN,J013,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-20_08-53-32.900_8039300,LN,J012,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-13_11-42-12.923_7957100,HN,J017,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-27_10-59-34.801_8890100,LN,J015,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-14_11-30-19.224_7974100,LN,J019,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-17_11-38-12.714_7267000,LN,J020,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-17_11-31-19.741_7266600,LN,J016,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-21_11-25-42.804_8676800,HN,J018,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-16_09-46-45.905_8000800,HN,J026,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-05_12-04-02.544_8243600,LN,J004,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-24_11-06-36.111_7481400,HN,J003,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-25_08-18-38.365_8818800,LN,J028,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-07_13-55-14.663_6913300,LN,J029,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-16_08-18-01.602_7997300,LN,J008,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-07_12-42-10.847_6909400,LN,J007,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-14_11-49-10.156_7166800,HN,J002,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-28_11-09-41.079_7598400,HN,J031,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-08-02_08-40-12.344_9108500,LN,J036,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-25_08-34-40.843_8819400,LN,J034,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-21_12-30-17.322_7393700,HN,J033,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-27_11-11-40.042_8890600,LN,J020,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-25_08-23-25.395_8819000,LN,J030,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-05_14-20-43.146_8250300,LN,J034,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-27_12-31-33.479_8893400,LN,J032,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-10_10-41-28.127_7906700,HN,J002,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-19_12-10-10.574_7332400,HN,J031,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-21_10-42-44.837_8675100,HN,J002,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-27_10-44-28.027_8889500,HN,J010,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-08-04_08-30-25.467_9191800,LN,J034,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-07_12-34-23.423_6909000,HN,J003,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-25_14-05-54.649_7520600,LN,J032,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-08-02_06-19-26.814_9103600,LN,J004,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-29_07-03-28.340_8962700,LN,J019,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-04-23_14-17-11.646_6363400,HN,J018,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-05_17-09-15.177_6830400,HN,J011,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-05_12-45-11.199_8245100,HN,J018,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-22_08-38-11.286_8065100,HN,J017,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-13_11-36-08.515_7956800,LN,J014,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-07_14-01-34.244_6913600,LN,J032,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-08_15-11-09.613_7876600,HN,J033,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-08-02_08-12-13.579_9107400,HN,J025,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-04-30_15-55-48.453_6640300,LN,J029,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-22_09-52-21.619_8068100,HN,J031,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-04-23_13-50-33.258_6362000,HN,J005,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-22_09-40-28.271_8067600,HN,J026,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-13_11-50-43.072_7957400,LN,J020,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-19_11-34-01.162_8609000,LN,J008,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-21_11-41-06.064_8677400,HN,J024,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-29_12-18-31.163_8129800,LN,J004,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-06-08_12-38-06.206_7871800,HN,J002,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-29_07-17-35.430_8963200,HN,J024,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-23_08-02-10.347_8075100,HN,J006,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-08-04_06-14-53.213_9187000,HN,J003,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-16_08-56-57.618_7998700,HN,J021,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-15_11-49-05.524_8493500,HN,J005,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-04-28_14-58-26.153_6566900,LN,J034,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-14_12-48-58.042_7977300,HN,J035,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-15_12-21-26.949_8494900,HN,J018,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-21_12-49-14.156_8679700,HN,J031,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-29_14-46-59.791_8133300,HN,J003,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-21_11-01-30.103_8675800,LN,J009,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-29_06-12-49.789_8960900,HN,J002,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-23_07-59-02.436_8075000,HN,J005,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-05_12-21-50.640_8244300,HN,J011,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-08-02_08-29-17.188_9108100,LN,J032,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-13_15-18-10.679_8436600,LN,J036,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-08_15-19-37.473_7876900,LN,J036,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-23_08-27-45.703_8076000,LN,J014,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-10_12-55-06.850_7023600,LN,J009,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-14_11-27-30.336_7974000,HN,J018,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-14_12-18-57.929_7168500,HN,J018,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-21_09-29-57.428_8051500,HN,J021,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-04-28_14-56-12.744_6566800,HN,J033,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-08-02_07-00-17.789_9105200,LN,J019,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-05_17-05-03.095_6830200,LN,J009,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-05_18-36-27.567_6833800,LN,J028,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-02_11-06-38.661_7759900,HN,J003,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-08-04_06-53-02.854_9188400,LN,J016,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-17_09-56-35.334_8012500,HN,J031,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-31_15-03-06.942_7701100,LN,J022,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-02_11-53-35.590_7761500,LN,J019,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-15_10-58-03.516_8491900,LN,J028,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-04-30_14-16-52.432_6636300,HN,J006,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-21_08-40-09.007_8049700,LN,J004,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-26_11-40-31.366_7549000,LN,J020,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-12_12-54-00.869_7096500,HN,J026,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-04-21_13-57-06.424_6281500,HN,J010,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-19_11-01-36.017_7328700,HN,J011,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-24_08-27-46.170_8087200,LN,J014,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-23_09-45-42.494_8079200,LN,J030,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-15_11-58-13.708_8493900,LN,J009,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-15_11-38-26.151_8493100,LN,J001,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-19_12-11-53.854_7332500,LN,J032,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-27_12-26-44.737_8893200,LN,J030,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-12_13-08-47.684_7097300,LN,J034,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-15_08-53-53.190_7987300,LN,J019,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-21_08-45-17.234_8049900,HN,J006,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-16_10-04-08.326_8001500,HN,J033,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-21_10-23-46.240_8053800,LN,J028,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-29_15-06-50.957_8134000,HN,J010,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-08_15-13-58.950_7876700,LN,J034,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-06_13-15-39.008_7838300,HN,J013,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-04-30_14-14-04.318_6636100,LN,J004,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-05_17-22-35.473_6831000,LN,J016,2022-05-05
