d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-27_11-21-25.381_8891000,HN,J024,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-03_13-18-14.988_7790500,LN,J015,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-17_12-27-29.259_7269800,LN,J032,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-04-28_13-48-28.856_6563500,LN,J016,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-25_14-11-04.408_7520900,HN,J035,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-12_12-11-34.518_7094100,HN,J018,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-17_08-13-45.621_8008300,HN,J006,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-13_11-18-28.644_7956200,LN,J009,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-04-26_13-49-15.378_6480700,HN,J025,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-31_16-01-59.237_7703800,HN,J033,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-07-15_11-13-38.515_8492600,HN,J035,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-17_11-15-51.789_7265700,LN,J008,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-26_11-42-14.887_7549100,HN,J021,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-14_12-32-02.626_7976700,LN,J029,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-19_11-24-35.256_7329900,LN,J022,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-24_09-53-22.722_8090700,HN,J033,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-17_11-02-57.371_7265000,LN,J001,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-17_09-45-30.774_8012000,HN,J026,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-04-30_15-03-55.780_6637400,LN,J016,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-21_10-40-51.707_8675000,LN,J001,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-05_13-01-28.842_8245700,HN,J024,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-21_10-58-21.404_8675700,LN,J008,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-26_12-22-38.951_7551600,LN,J030,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-10_14-04-15.105_7027500,HN,J031,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-14_11-18-17.103_7973700,LN,J015,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-15_08-00-46.791_7985400,LN,J001,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-04-30_15-59-14.799_6640500,HN,J031,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-29_12-29-47.056_8130200,LN,J008,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-24_11-29-56.343_7482700,LN,J015,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-04-23_14-28-41.621_6364000,HN,J024,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-06_14-50-53.370_7842200,LN,J036,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-07-29_08-29-05.865_8965500,HN,J031,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-17_11-17-34.422_7265800,LN,J009,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-15_12-31-30.847_8495300,LN,J022,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-09_12-20-45.052_8337700,HN,J033,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-13_15-12-13.646_8436400,LN,J034,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-01_09-13-19.887_8166100,HN,J018,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-01_12-02-07.240_8170100,LN,J036,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-17_08-55-28.482_8009800,LN,J020,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-19_10-50-23.527_7328100,HN,J005,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-13_11-04-55.877_7955700,LN,J004,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-31_15-53-34.278_7703500,LN,J030,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-04-26_15-01-51.157_6482400,HN,J006,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-06_13-32-34.924_7839000,LN,J020,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-05_12-16-46.493_8244100,LN,J009,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-01_08-28-45.260_8164500,HN,J003,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-15_11-11-42.152_8492500,LN,J034,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-15_08-56-41.593_7987400,LN,J020,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-03_08-59-48.317_8206500,HN,J011,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-09_13-16-17.535_8339300,HN,J010,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-06-16_09-52-51.351_8001100,LN,J029,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-23_09-48-30.988_8079300,HN,J031,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-24_11-17-54.449_7482000,LN,J009,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-24_07-55-46.019_8086000,HN,J003,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-31_14-15-41.104_7699400,HN,J006,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-01_08-35-11.762_8164700,HN,J005,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-08-04_08-19-06.912_9191400,LN,J030,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-14_12-06-55.055_7167800,LN,J012,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-03_15-52-26.507_6750300,HN,J006,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-20_09-24-07.534_8040300,HN,J021,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-08_13-00-25.512_7872600,HN,J010,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-03_10-31-34.898_8209600,HN,J025,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-07_14-10-16.144_6914000,LN,J036,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-03_17-26-26.412_6754700,LN,J034,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-04-21_14-53-35.878_6285300,HN,J031,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-12_12-18-42.269_7094500,LN,J022,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-25_08-20-31.598_8818900,LN,J029,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-03_16-16-33.505_6751700,LN,J019,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-14_17-58-52.683_7171000,HN,J027,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-05-07_13-04-33.241_6910600,HN,J018,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-04-23_15-08-24.225_6366300,HN,J031,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-10_12-46-27.267_7023100,LN,J004,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-08_13-21-08.091_7873300,LN,J016,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-14_12-43-20.902_7977100,HN,J033,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-09_12-23-38.658_8337800,LN,J034,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-10_10-44-14.295_7906800,HN,J003,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-03_08-47-41.251_8206000,HN,J006,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-04-26_15-22-55.313_6483500,LN,J016,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-15_08-51-04.199_7987200,HN,J018,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-06-02_11-02-20.872_7759700,LN,J001,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-26_15-19-05.010_6483300,LN,J014,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-23_09-56-56.189_8079600,LN,J034,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-03_08-34-19.258_8205500,LN,J001,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-04-28_13-17-17.145_6562100,HN,J003,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-10_21-15-57.700_8364900,HN,J002,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-21_11-32-53.572_7390500,HN,J017,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-10_12-39-20.211_7911300,HN,J031,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-21_11-10-30.187_7389200,HN,J005,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-02_13-09-37.747_7764800,LN,J036,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-04-28_14-01-39.825_6564100,LN,J022,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-10_11-42-36.797_7908900,HN,J023,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-21_09-16-37.842_8051000,LN,J016,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-25_06-27-07.812_8815000,LN,J007,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-17_11-21-00.455_7266000,HN,J011,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-25_12-55-15.715_7517400,LN,J028,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-28_13-54-56.449_8116500,HN,J026,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-25_06-24-03.604_8814900,HN,J006,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-04-21_14-04-46.664_6281900,HN,J013,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-31_15-45-02.133_7703200,HN,J027,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-10_11-31-21.794_7908500,LN,J019,2022-06-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-28_13-57-00.849_8116600,HN,J027,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-05_17-20-22.245_6830900,LN,J015,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-04-30_15-17-40.714_6638200,HN,J024,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-24_09-59-04.232_8090900,HN,J035,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-05_12-11-59.960_8243900,LN,J007,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-22_10-06-24.641_8068600,LN,J036,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-04-28_13-13-36.662_6561900,LN,J001,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-14_18-15-02.239_7171700,LN,J034,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-07_13-14-23.404_6911100,HN,J023,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-08-04_07-02-49.618_9188800,LN,J020,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-04-26_15-09-30.727_6482800,HN,J010,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-28_09-46-42.964_7594200,LN,J014,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-07-05_12-19-52.311_8244200,HN,J010,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-08-02_06-39-15.785_9104400,LN,J012,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-03_09-35-27.083_8207800,HN,J023,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-14_11-47-50.896_7166700,LN,J001,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-02_11-30-18.178_7760800,LN,J012,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-24_11-33-22.579_7482900,HN,J017,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-03_15-57-36.687_6750600,LN,J009,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-28_11-18-17.860_7600600,LN,J034,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-15_08-07-21.683_7985700,LN,J004,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-04-26_15-34-25.944_6484100,LN,J022,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-19_11-24-57.303_8608600,LN,J004,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-31_15-59-10.830_7703700,LN,J032,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-21_08-42-08.993_8049800,HN,J005,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-06-08_13-31-40.842_7873700,LN,J020,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-24_11-31-39.162_7482800,LN,J016,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-17_12-22-19.541_7269500,LN,J029,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-03_10-36-03.052_8209800,HN,J027,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-21_11-27-44.256_7390200,LN,J014,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-11_13-09-43.605_8369500,HN,J027,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-10_13-07-08.942_7024300,LN,J015,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-03_08-38-29.649_8205700,HN,J003,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-03_13-04-46.713_7790100,LN,J012,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-23_08-15-53.425_8075600,HN,J011,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-13_11-12-37.159_7956000,LN,J007,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-04-30_15-54-01.727_6640200,LN,J028,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-13_11-56-20.744_7957600,LN,J022,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-02_11-47-54.477_7761400,HN,J017,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-13_13-56-36.197_8433100,HN,J017,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-26_12-27-48.738_7551900,HN,J033,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-21_10-34-16.154_8054200,LN,J032,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-05-31_14-08-54.948_7699100,HN,J003,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-05-12_11-52-10.639_7093000,LN,J008,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-08-04_06-39-10.956_9187900,LN,J012,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-19_11-14-08.514_7329400,HN,J017,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-19_12-16-57.333_8610600,HN,J023,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-04-21_14-44-30.886_6284800,HN,J026,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-15_12-18-18.753_8494800,HN,J017,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-07_12-40-27.381_6909300,HN,J006,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-19_12-15-20.197_7332700,LN,J034,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-26_11-47-24.862_7549400,HN,J024,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-02_12-44-17.356_7763900,HN,J027,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-08-04_08-16-12.832_9191300,LN,J029,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-16_09-55-43.736_8001200,LN,J030,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-28_09-52-50.887_7594500,HN,J017,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-28_11-07-57.210_7598100,LN,J030,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-26_12-16-54.937_7551300,HN,J027,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-06-06_14-29-08.427_7841400,LN,J028,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-04-23_14-01-51.493_6362600,HN,J011,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-03_08-52-38.095_8206200,LN,J008,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-07-27_11-03-28.731_8890300,HN,J017,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-21_11-18-46.546_8676500,LN,J015,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-03_13-33-12.935_7791100,HN,J021,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-06_12-44-20.175_7837300,LN,J004,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-03_14-15-18.282_7793200,HN,J026,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-06-14_12-34-55.360_7976800,LN,J030,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-07-13_13-19-22.787_8431600,HN,J003,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-19_13-31-03.989_8613100,LN,J032,2022-07-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-08-04_08-12-06.299_9191100,HN,J027,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-10_12-51-40.093_7023400,LN,J007,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-05-14_12-22-24.936_7168700,LN,J020,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-15_08-37-43.288_7986700,HN,J013,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-23_08-17-29.665_8075700,LN,J012,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-04-30_14-19-40.988_6636400,LN,J007,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-13_14-55-03.050_8435700,HN,J027,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-07-29_06-23-54.887_8961300,HN,J006,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-05-12_12-09-51.446_7094000,HN,J017,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-04-28_13-26-19.695_6562500,LN,J007,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-05_18-40-47.945_6834000,LN,J030,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-13_14-12-00.290_8433700,HN,J023,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-07-11_13-17-12.752_8369800,LN,J030,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-03_08-44-47.880_8205900,HN,J005,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-11_13-24-13.622_8370100,HN,J033,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-03_15-41-28.023_6749900,HN,J002,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-15_12-03-20.124_8494100,HN,J011,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-21_12-51-22.450_8679800,LN,J032,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-04-23_13-43-54.357_6361700,HN,J002,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-16_08-48-32.240_7998400,HN,J018,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-07-03_08-55-46.040_8206300,LN,J009,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-14_12-46-09.247_7977200,LN,J034,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-05-12_12-06-25.620_7093800,LN,J015,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-16_08-09-30.927_7997000,HN,J005,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-08-02_06-52-33.417_9104900,LN,J016,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-05_12-48-00.235_8245200,LN,J019,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-03_13-21-55.092_7790700,HN,J017,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-04-26_15-20-59.976_6483400,LN,J015,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-26_11-43-58.201_7549200,LN,J022,2022-05-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-15_09-47-21.987_7989500,HN,J025,2022-06-15
